"id";"wind_direction";"spot";"wind_speed";"fact_shape";"date";"description";"wide_probability";"barrel_probability";"closing_probability";"lineup_probability";"period";"swell_direction";"swell_size"
39;"Leste";"Canal da Barra";"Calmaria";"Onda gorda";"2020-03-22 07:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Moderado, 5, Sudeste, Flat>) = 0,00000/0,00001 = 0,08001P(Cavado|<Canal da Barra, Sudoeste, Vento Moderado, 5, Sudeste, Flat>) = 0,00000/0,00001 = 0,00000P(Alinhado|<Canal da Barra, Sudoeste, Vento Moderado, 5, Sudeste, Flat>) = 0,00001/0,00001 = 0,80424P(Onda gorda|<Canal da Barra, Sudoeste, Vento Moderado, 5, Sudeste, Flat>) = 0,00000/0,00001 = 0,11575";0.11575301146875494;0.0;0.08000947678254655;0.8042375117486986;"6.5";"Nordeste";"Flat"
40;"Sudeste";"Canal da Barra";"Bafagem";"Onda gorda";"2020-03-22 08:00:00";"P(Fechando|<Canal da Barra, Leste, Calmaria, 7, Nordeste, Flat>) = 0,00000/0,00000 = 0,03017P(Cavado|<Canal da Barra, Leste, Calmaria, 7, Nordeste, Flat>) = 0,00000/0,00000 = 0,00000P(Alinhado|<Canal da Barra, Leste, Calmaria, 7, Nordeste, Flat>) = 0,00000/0,00000 = 0,00000P(Onda gorda|<Canal da Barra, Leste, Calmaria, 7, Nordeste, Flat>) = 0,00000/0,00000 = 0,96983";0.9698328658992601;0.0;0.030167134100739873;0.0;"6.6";"Nordeste";"Flat"
41;"Leste";"Canal da Barra";"Bafagem";"Onda gorda";"2020-03-22 11:00:00";"P(Fechando|<Canal da Barra, Sudeste, Bafagem, 7, Nordeste, Flat>) = 0,00000/0,00003 = 0,00000P(Cavado|<Canal da Barra, Sudeste, Bafagem, 7, Nordeste, Flat>) = 0,00000/0,00003 = 0,00000P(Alinhado|<Canal da Barra, Sudeste, Bafagem, 7, Nordeste, Flat>) = 0,00002/0,00003 = 0,74756P(Onda gorda|<Canal da Barra, Sudeste, Bafagem, 7, Nordeste, Flat>) = 0,00001/0,00003 = 0,25244";0.25243667307995077;0.0;0.0;0.7475633269200492;"6.5";"Nordeste";"Flat"
42;"Nordeste";"Canal da Barra";"Vento Fraco";"Onda gorda";"2020-03-23 06:00:00";"P(Fechando|<Canal da Barra, Leste, Bafagem, 7, Nordeste, Flat>) = 0,00000/0,00000 = 0,00000P(Cavado|<Canal da Barra, Leste, Bafagem, 7, Nordeste, Flat>) = 0,00000/0,00000 = 0,00000P(Alinhado|<Canal da Barra, Leste, Bafagem, 7, Nordeste, Flat>) = 0,00000/0,00000 = 0,00000P(Onda gorda|<Canal da Barra, Leste, Bafagem, 7, Nordeste, Flat>) = 0,00000/0,00000 = 1,00000";1.0;0.0;0.0;0.0;"3.6";"Nordeste";"Flat"
43;"Nordeste";"Canal da Barra";"Vento Moderado";"Onda gorda";"2020-03-24 06:00:00";"P(Fechando|<Canal da Barra, Nordeste, Vento Fraco, 4, Nordeste, Flat>) = 0,00000/0,00001 = 0,00000P(Cavado|<Canal da Barra, Nordeste, Vento Fraco, 4, Nordeste, Flat>) = 0,00000/0,00001 = 0,00000P(Alinhado|<Canal da Barra, Nordeste, Vento Fraco, 4, Nordeste, Flat>) = 0,00000/0,00001 = 0,00000P(Onda gorda|<Canal da Barra, Nordeste, Vento Fraco, 4, Nordeste, Flat>) = 0,00001/0,00001 = 1,00000";1.0;0.0;0.0;0.0;"4.2";"Nordeste";"Flat"
44;"Leste";"Canal da Barra";"Vento Moderado";"Onda gorda";"2020-03-24 10:00:00";"P(Fechando|<Canal da Barra, Nordeste, Vento Moderado, 4, Nordeste, Flat>) = 0,00000/0,00002 = 0,00000P(Cavado|<Canal da Barra, Nordeste, Vento Moderado, 4, Nordeste, Flat>) = 0,00000/0,00002 = 0,00000P(Alinhado|<Canal da Barra, Nordeste, Vento Moderado, 4, Nordeste, Flat>) = 0,00000/0,00002 = 0,00000P(Onda gorda|<Canal da Barra, Nordeste, Vento Moderado, 4, Nordeste, Flat>) = 0,00002/0,00002 = 1,00000";1.0;0.0;0.0;0.0;"4.4";"Nordeste";"Meio a um metro"
45;"Leste";"Canal da Barra";"Vento Moderado";"Onda gorda";"2020-03-24 12:00:00";"P(Fechando|<Canal da Barra, Leste, Vento Moderado, 4, Nordeste, Meio a um metro>) = 0,00000/0,00003 = 0,00000P(Cavado|<Canal da Barra, Leste, Vento Moderado, 4, Nordeste, Meio a um metro>) = 0,00000/0,00003 = 0,00000P(Alinhado|<Canal da Barra, Leste, Vento Moderado, 4, Nordeste, Meio a um metro>) = 0,00000/0,00003 = 0,00000P(Onda gorda|<Canal da Barra, Leste, Vento Moderado, 4, Nordeste, Meio a um metro>) = 0,00003/0,00003 = 1,00000";1.0;0.0;0.0;0.0;"4.5";"Nordeste";"Meio a um metro"
46;"Nordeste";"Canal da Barra";"Vento Fresco";"Onda gorda";"2020-03-25 06:00:00";"P(Fechando|<Canal da Barra, Leste, Vento Moderado, 5, Nordeste, Meio a um metro>) = 0,00001/0,00022 = 0,04340P(Cavado|<Canal da Barra, Leste, Vento Moderado, 5, Nordeste, Meio a um metro>) = 0,00000/0,00022 = 0,00000P(Alinhado|<Canal da Barra, Leste, Vento Moderado, 5, Nordeste, Meio a um metro>) = 0,00000/0,00022 = 0,00000P(Onda gorda|<Canal da Barra, Leste, Vento Moderado, 5, Nordeste, Meio a um metro>) = 0,00021/0,00022 = 0,95660";0.9566039834946077;0.0;0.04339601650539227;0.0;"4.5";"Nordeste";"Meio a um metro"
47;"Sudeste";"Canal da Barra";"Vento Moderado";"Onda gorda";"2020-03-25 10:00:00";"P(Fechando|<Canal da Barra, Nordeste, Vento Fresco, 5, Nordeste, Meio a um metro>) = 0,00004/0,00027 = 0,15876P(Cavado|<Canal da Barra, Nordeste, Vento Fresco, 5, Nordeste, Meio a um metro>) = 0,00000/0,00027 = 0,01060P(Alinhado|<Canal da Barra, Nordeste, Vento Fresco, 5, Nordeste, Meio a um metro>) = 0,00000/0,00027 = 0,00000P(Onda gorda|<Canal da Barra, Nordeste, Vento Fresco, 5, Nordeste, Meio a um metro>) = 0,00023/0,00027 = 0,83064";0.8306371493681595;0.010602960237930694;0.15875989039390986;0.0;"4.5";"Nordeste";"Meio a um metro"
48;"Nordeste";"Canal da Barra";"Vento Fresco";"Onda gorda";"2020-03-25 17:00:00";"P(Fechando|<Canal da Barra, Sudeste, Vento Moderado, 5, Nordeste, Meio a um metro>) = 0,00001/0,00033 = 0,04352P(Cavado|<Canal da Barra, Sudeste, Vento Moderado, 5, Nordeste, Meio a um metro>) = 0,00000/0,00033 = 0,01423P(Alinhado|<Canal da Barra, Sudeste, Vento Moderado, 5, Nordeste, Meio a um metro>) = 0,00002/0,00033 = 0,06284P(Onda gorda|<Canal da Barra, Sudeste, Vento Moderado, 5, Nordeste, Meio a um metro>) = 0,00029/0,00033 = 0,87942";0.8794166435593633;0.014225307711888811;0.04352120608184655;0.06283684264690134;"4.8";"Nordeste";"Flat"
49;"Norte";"Canal da Barra";"Vento Moderado";"Onda gorda";"2020-03-26 06:00:00";"P(Fechando|<Canal da Barra, Nordeste, Vento Fresco, 5, Nordeste, Flat>) = 0,00001/0,00012 = 0,05536P(Cavado|<Canal da Barra, Nordeste, Vento Fresco, 5, Nordeste, Flat>) = 0,00000/0,00012 = 0,00362P(Alinhado|<Canal da Barra, Nordeste, Vento Fresco, 5, Nordeste, Flat>) = 0,00000/0,00012 = 0,00000P(Onda gorda|<Canal da Barra, Nordeste, Vento Fresco, 5, Nordeste, Flat>) = 0,00011/0,00012 = 0,94101";0.9410131373422044;0.00362491267854696;0.05536194997924868;0.0;"5.0";"Nordeste";"Flat"
50;"Norte";"Canal da Barra";"Vento Moderado";"Onda gorda";"2020-03-26 15:00:00";"P(Fechando|<Canal da Barra, Norte, Vento Moderado, 5, Nordeste, Flat>) = 0,00001/0,00046 = 0,02000P(Cavado|<Canal da Barra, Norte, Vento Moderado, 5, Nordeste, Flat>) = 0,00000/0,00046 = 0,00887P(Alinhado|<Canal da Barra, Norte, Vento Moderado, 5, Nordeste, Flat>) = 0,00005/0,00046 = 0,10364P(Onda gorda|<Canal da Barra, Norte, Vento Moderado, 5, Nordeste, Flat>) = 0,00040/0,00046 = 0,86749";0.8674882860110769;0.008872582987145633;0.019996792577158706;0.10364233842461884;"5.0";"Nordeste";"Flat"
51;"Nordeste";"Canal da Barra";"Vento Fresco";"Onda gorda";"2020-03-27 06:00:00";"P(Fechando|<Canal da Barra, Norte, Vento Moderado, 5, Nordeste, Flat>) = 0,00001/0,00046 = 0,02000P(Cavado|<Canal da Barra, Norte, Vento Moderado, 5, Nordeste, Flat>) = 0,00000/0,00046 = 0,00887P(Alinhado|<Canal da Barra, Norte, Vento Moderado, 5, Nordeste, Flat>) = 0,00005/0,00046 = 0,10364P(Onda gorda|<Canal da Barra, Norte, Vento Moderado, 5, Nordeste, Flat>) = 0,00040/0,00046 = 0,86749";0.8674882860110769;0.008872582987145633;0.019996792577158706;0.10364233842461884;"6.5";"Nordeste";"Meio a um metro"
52;"Norte";"Canal da Barra";"Vento Moderado";"Fechando";"2020-03-27 09:00:00";"P(Fechando|<Canal da Barra, Nordeste, Vento Fresco, 7, Nordeste, Meio a um metro>) = 0,00010/0,00045 = 0,22338P(Cavado|<Canal da Barra, Nordeste, Vento Fresco, 7, Nordeste, Meio a um metro>) = 0,00001/0,00045 = 0,01279P(Alinhado|<Canal da Barra, Nordeste, Vento Fresco, 7, Nordeste, Meio a um metro>) = 0,00000/0,00045 = 0,00000P(Onda gorda|<Canal da Barra, Nordeste, Vento Fresco, 7, Nordeste, Meio a um metro>) = 0,00035/0,00045 = 0,76384";0.7638365996531816;0.012787227685866789;0.2233761726609516;0.0;"4.7";"Nordeste";"Meio a um metro"
53;"Norte";"Canal da Barra";"Vento Moderado";"Onda gorda";"2020-03-27 12:00:00";"P(Fechando|<Canal da Barra, Norte, Vento Moderado, 5, Nordeste, Meio a um metro>) = 0,00006/0,00093 = 0,06605P(Cavado|<Canal da Barra, Norte, Vento Moderado, 5, Nordeste, Meio a um metro>) = 0,00003/0,00093 = 0,02989P(Alinhado|<Canal da Barra, Norte, Vento Moderado, 5, Nordeste, Meio a um metro>) = 0,00002/0,00093 = 0,02201P(Onda gorda|<Canal da Barra, Norte, Vento Moderado, 5, Nordeste, Meio a um metro>) = 0,00082/0,00093 = 0,88204";0.8820428723524291;0.029894415430964518;0.06605415867594877;0.02200855354065772;"4.7";"Nordeste";"Meio a um metro"
54;"Oeste";"Canal da Barra";"Vento Muito Fresco";"Onda gorda";"2020-04-03 06:00:00";"P(Fechando|<Canal da Barra, Norte, Vento Moderado, 5, Nordeste, Meio a um metro>) = 0,00006/0,00093 = 0,06605P(Cavado|<Canal da Barra, Norte, Vento Moderado, 5, Nordeste, Meio a um metro>) = 0,00003/0,00093 = 0,02989P(Alinhado|<Canal da Barra, Norte, Vento Moderado, 5, Nordeste, Meio a um metro>) = 0,00002/0,00093 = 0,02201P(Onda gorda|<Canal da Barra, Norte, Vento Moderado, 5, Nordeste, Meio a um metro>) = 0,00082/0,00093 = 0,88204";0.8820428723524291;0.029894415430964518;0.06605415867594877;0.02200855354065772;"6.1";"Norte";"Meio a um metro"
55;"Oeste";"Canal da Barra";"Vento Muito Fresco";"Onda gorda";"2020-04-03 08:00:00";"P(Fechando|<Canal da Barra, Oeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00002/0,00008 = 0,26363P(Cavado|<Canal da Barra, Oeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00000/0,00008 = 0,04068P(Alinhado|<Canal da Barra, Oeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00000/0,00008 = 0,00000P(Onda gorda|<Canal da Barra, Oeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00005/0,00008 = 0,69569";0.695685071409729;0.04068242586903446;0.26363250272123645;0.0;"6.1";"Norte";"Meio a um metro"
56;"Sudoeste";"Canal da Barra";"Vento Muito Fresco";"Cavado";"2020-04-03 12:00:00";"P(Fechando|<Canal da Barra, Oeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00002/0,00008 = 0,26363P(Cavado|<Canal da Barra, Oeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00000/0,00008 = 0,04068P(Alinhado|<Canal da Barra, Oeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00000/0,00008 = 0,00000P(Onda gorda|<Canal da Barra, Oeste, Vento Muito Fresco, 6, Norte, Meio a um metro>) = 0,00005/0,00008 = 0,69569";0.695685071409729;0.04068242586903446;0.26363250272123645;0.0;"7.2";"Nordeste";"Meio a um metro"
57;"Oeste";"Canal da Barra";"Vento Muito Fresco";"Onda gorda";"2020-04-03 06:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Muito Fresco, 7, Nordeste, Meio a um metro>) = 0,00020/0,00103 = 0,19419P(Cavado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 7, Nordeste, Meio a um metro>) = 0,00020/0,00103 = 0,19256P(Alinhado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 7, Nordeste, Meio a um metro>) = 0,00003/0,00103 = 0,03184P(Onda gorda|<Canal da Barra, Sudoeste, Vento Muito Fresco, 7, Nordeste, Meio a um metro>) = 0,00060/0,00103 = 0,58141";0.5814131311230701;0.1925610017335804;0.19419086484156411;0.03183500230178539;"7.5";"Nordeste";"Meio a um metro"
58;"Oeste";"Canal da Barra";"Vento Forte";"Onda gorda";"2020-04-03 08:00:00";"P(Fechando|<Canal da Barra, Oeste, Vento Muito Fresco, 8, Nordeste, Meio a um metro>) = 0,00025/0,00107 = 0,23704P(Cavado|<Canal da Barra, Oeste, Vento Muito Fresco, 8, Nordeste, Meio a um metro>) = 0,00007/0,00107 = 0,06839P(Alinhado|<Canal da Barra, Oeste, Vento Muito Fresco, 8, Nordeste, Meio a um metro>) = 0,00002/0,00107 = 0,01726P(Onda gorda|<Canal da Barra, Oeste, Vento Muito Fresco, 8, Nordeste, Meio a um metro>) = 0,00072/0,00107 = 0,67731";0.6773073855921088;0.06838989300934736;0.23704010733993816;0.017262614058605734;"7.3";"Nordeste";"Meio a um metro"
59;"Sudoeste";"Canal da Barra";"Vento Forte";"Cavado";"2020-04-03 12:00:00";"P(Fechando|<Canal da Barra, Oeste, Vento Forte, 7, Nordeste, Meio a um metro>) = 0,00004/0,00015 = 0,25360P(Cavado|<Canal da Barra, Oeste, Vento Forte, 7, Nordeste, Meio a um metro>) = 0,00001/0,00015 = 0,04529P(Alinhado|<Canal da Barra, Oeste, Vento Forte, 7, Nordeste, Meio a um metro>) = 0,00000/0,00015 = 0,02668P(Onda gorda|<Canal da Barra, Oeste, Vento Forte, 7, Nordeste, Meio a um metro>) = 0,00010/0,00015 = 0,67443";0.674434248491896;0.04529353259816266;0.25359579462503196;0.02667642428490936;"7.2";"Nordeste";"Meio a um metro"
60;"Sudoeste";"Canal da Barra";"Vento Muito Fresco";"Cavado";"2020-04-04 06:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Forte, 7, Nordeste, Meio a um metro>) = 0,00006/0,00021 = 0,26784P(Cavado|<Canal da Barra, Sudoeste, Vento Forte, 7, Nordeste, Meio a um metro>) = 0,00004/0,00021 = 0,20657P(Alinhado|<Canal da Barra, Sudoeste, Vento Forte, 7, Nordeste, Meio a um metro>) = 0,00001/0,00021 = 0,05123P(Onda gorda|<Canal da Barra, Sudoeste, Vento Forte, 7, Nordeste, Meio a um metro>) = 0,00010/0,00021 = 0,47437";0.4743689652114653;0.2065686245394155;0.2678362072914659;0.051226202957653226;"14.2";"Noroeste";"Um a um metro e meio"
61;"Sudoeste";"Canal da Barra";"Vento Muito Fresco";"Fechando";"2020-04-04 08:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,09016P(Cavado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00002/0,00003 = 0,89756P(Alinhado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,00000P(Onda gorda|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,01227";0.012272381105181859;0.897564987589626;0.0901626313051922;0.0;"14.0";"Noroeste";"Um a um metro e meio"
62;"Sudoeste";"Canal da Barra";"Vento Muito Fresco";"Cavado";"2020-04-04 10:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,09016P(Cavado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00002/0,00003 = 0,89756P(Alinhado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,00000P(Onda gorda|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,01227";0.012272381105181859;0.897564987589626;0.0901626313051922;0.0;"13.8";"Sudoeste";"Um a um metro e meio"
63;"Sudoeste";"Canal da Barra";"Vento Fresco";"Onda gorda";"2020-04-04 12:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Sudoeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,00000P(Cavado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Sudoeste, Um a um metro e meio>) = 0,00001/0,00001 = 1,00000P(Alinhado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Sudoeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,00000P(Onda gorda|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Sudoeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,00000";0.0;1.0;0.0;0.0;"13.5";"Nordeste";"Um a um metro e meio"
64;"Sudoeste";"Canal da Barra";"Vento Moderado";"Cavado";"2020-04-04 14:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Fresco, 14, Nordeste, Um a um metro e meio>) = 0,00002/0,00008 = 0,22994P(Cavado|<Canal da Barra, Sudoeste, Vento Fresco, 14, Nordeste, Um a um metro e meio>) = 0,00005/0,00008 = 0,61818P(Alinhado|<Canal da Barra, Sudoeste, Vento Fresco, 14, Nordeste, Um a um metro e meio>) = 0,00000/0,00008 = 0,00000P(Onda gorda|<Canal da Barra, Sudoeste, Vento Fresco, 14, Nordeste, Um a um metro e meio>) = 0,00001/0,00008 = 0,15188";0.15187556513136832;0.6181839831588962;0.22994045170973543;0.0;"13.4";"Nordeste";"Um a um metro e meio"
65;"Sudoeste";"Canal da Barra";"Vento Muito Fresco";"Cavado";"2020-04-04 06:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Moderado, 13, Nordeste, Um a um metro e meio>) = 0,00004/0,00014 = 0,25313P(Cavado|<Canal da Barra, Sudoeste, Vento Moderado, 13, Nordeste, Um a um metro e meio>) = 0,00010/0,00014 = 0,67252P(Alinhado|<Canal da Barra, Sudoeste, Vento Moderado, 13, Nordeste, Um a um metro e meio>) = 0,00000/0,00014 = 0,00000P(Onda gorda|<Canal da Barra, Sudoeste, Vento Moderado, 13, Nordeste, Um a um metro e meio>) = 0,00001/0,00014 = 0,07435";0.07435114357698207;0.6725196533839506;0.25312920303906744;0.0;"14.2";"Noroeste";"Um a um metro e meio"
66;"Sudoeste";"Canal da Barra";"Vento Muito Fresco";"Fechando";"2020-04-04 08:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,09016P(Cavado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00002/0,00003 = 0,89756P(Alinhado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,00000P(Onda gorda|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,01227";0.012272381105181859;0.897564987589626;0.0901626313051922;0.0;"14.0";"Noroeste";"Um a um metro e meio"
67;"Sudoeste";"Canal da Barra";"Vento Muito Fresco";"Cavado";"2020-04-04 10:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,09016P(Cavado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00002/0,00003 = 0,89756P(Alinhado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,00000P(Onda gorda|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,01227";0.012272381105181859;0.897564987589626;0.0901626313051922;0.0;"13.8";"Sudoeste";"Um a um metro e meio"
68;"Sudoeste";"Canal da Barra";"Vento Fresco";"Onda gorda";"2020-04-04 12:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Sudoeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,00000P(Cavado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Sudoeste, Um a um metro e meio>) = 0,00001/0,00001 = 1,00000P(Alinhado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Sudoeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,00000P(Onda gorda|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Sudoeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,00000";0.0;1.0;0.0;0.0;"13.5";"Nordeste";"Um a um metro e meio"
69;"Sudoeste";"Canal da Barra";"Vento Moderado";"Cavado";"2020-04-04 14:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Fresco, 14, Nordeste, Um a um metro e meio>) = 0,00002/0,00008 = 0,22994P(Cavado|<Canal da Barra, Sudoeste, Vento Fresco, 14, Nordeste, Um a um metro e meio>) = 0,00005/0,00008 = 0,61818P(Alinhado|<Canal da Barra, Sudoeste, Vento Fresco, 14, Nordeste, Um a um metro e meio>) = 0,00000/0,00008 = 0,00000P(Onda gorda|<Canal da Barra, Sudoeste, Vento Fresco, 14, Nordeste, Um a um metro e meio>) = 0,00001/0,00008 = 0,15188";0.15187556513136832;0.6181839831588962;0.22994045170973543;0.0;"13.4";"Nordeste";"Um a um metro e meio"
70;"Sudoeste";"Canal da Barra";"Vento Muito Fresco";"Cavado";"2020-04-04 06:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Moderado, 13, Nordeste, Um a um metro e meio>) = 0,00004/0,00014 = 0,25313P(Cavado|<Canal da Barra, Sudoeste, Vento Moderado, 13, Nordeste, Um a um metro e meio>) = 0,00010/0,00014 = 0,67252P(Alinhado|<Canal da Barra, Sudoeste, Vento Moderado, 13, Nordeste, Um a um metro e meio>) = 0,00000/0,00014 = 0,00000P(Onda gorda|<Canal da Barra, Sudoeste, Vento Moderado, 13, Nordeste, Um a um metro e meio>) = 0,00001/0,00014 = 0,07435";0.07435114357698207;0.6725196533839506;0.25312920303906744;0.0;"14.2";"Noroeste";"Um a um metro e meio"
71;"Sudoeste";"Canal da Barra";"Vento Muito Fresco";"Fechando";"2020-04-04 08:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,09016P(Cavado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00002/0,00003 = 0,89756P(Alinhado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,00000P(Onda gorda|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,01227";0.012272381105181859;0.897564987589626;0.0901626313051922;0.0;"14.0";"Noroeste";"Um a um metro e meio"
72;"Sudoeste";"Canal da Barra";"Vento Muito Fresco";"Cavado";"2020-04-04 10:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,09016P(Cavado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00002/0,00003 = 0,89756P(Alinhado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,00000P(Onda gorda|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Noroeste, Um a um metro e meio>) = 0,00000/0,00003 = 0,01227";0.012272381105181859;0.897564987589626;0.0901626313051922;0.0;"13.8";"Sudoeste";"Um a um metro e meio"
73;"Sudoeste";"Canal da Barra";"Vento Fresco";"Onda gorda";"2020-04-04 12:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Sudoeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,00000P(Cavado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Sudoeste, Um a um metro e meio>) = 0,00001/0,00001 = 1,00000P(Alinhado|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Sudoeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,00000P(Onda gorda|<Canal da Barra, Sudoeste, Vento Muito Fresco, 14, Sudoeste, Um a um metro e meio>) = 0,00000/0,00001 = 0,00000";0.0;1.0;0.0;0.0;"13.5";"Nordeste";"Um a um metro e meio"
74;"Sudoeste";"Canal da Barra";"Vento Moderado";"Cavado";"2020-04-04 14:00:00";"P(Fechando|<Canal da Barra, Sudoeste, Vento Fresco, 14, Nordeste, Um a um metro e meio>) = 0,00002/0,00008 = 0,22994P(Cavado|<Canal da Barra, Sudoeste, Vento Fresco, 14, Nordeste, Um a um metro e meio>) = 0,00005/0,00008 = 0,61818P(Alinhado|<Canal da Barra, Sudoeste, Vento Fresco, 14, Nordeste, Um a um metro e meio>) = 0,00000/0,00008 = 0,00000P(Onda gorda|<Canal da Barra, Sudoeste, Vento Fresco, 14, Nordeste, Um a um metro e meio>) = 0,00001/0,00008 = 0,15188";0.15187556513136832;0.6181839831588962;0.22994045170973543;0.0;"13.4";"Nordeste";"Um a um metro e meio"
